route_ID,route_points,product_code,product_code,product_name
11569129651410836482rd,"[['36.7167', '119.1'], ['37.56', '126.99']]",854232,560490,"MANMADE TEXTILE YARN OF 67 DECITEX OR MORE, NO CROSS-SECTIONAL DIMENSION OVER 1 MM AND STRIP NOT OVER 5 MM WIDE, RUBBER OR PLASTICS COATED ETC., NESOI"
11560781031410836482rd,"[['43.9', '125.2'], ['37.56', '126.99']]",854232,570299,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, NESOI, NOT OF PILE CONSTRUCTION, MADE-UP, OF TEXTILE MATERIALS NESOI"
11569042991410836482rd,"[['39.6292', '118.1742'], ['37.56', '126.99']]",854232,521212,"WOVEN FABRICS OF COTTON, LESS THAN 85% COTTON BY WEIGHT NESOI, BLEACHED, WEIGHING NOT OVER 200 G/M2"
11569954101410836482rd,"[['33.3936', '120.1339'], ['37.56', '126.99']]",854232,950661,LAWN-TENNIS BALLS
11563093821410836482rd,"[['41.8039', '123.4258'], ['37.56', '126.99']]",854232,901831,"SYRINGES, WITH OR WITHOUT NEEDLES; PARTS AND ACCESSORIES THEREOF"
11569329481410836482rd,"[['37.3997', '121.2664'], ['37.56', '126.99']]",854232,854011,"CATHODE-RAY TELEVISION PICTURE TUBES, COLOR, INCLUDING VIDEO MONITOR CATHODE-RAY TUBES"
11569329481410601465rd,"[['37.3997', '121.2664'], ['35.1', '129.0403']]",854232,850164,"AC GENERATORS (ALTERNATORS), OF AN OUTPUT EXCEEDING 750 KVA"
11561125881410836482rd,"[['36.1167', '120.4'], ['37.56', '126.99']]",854232,842840,ESCALATORS AND MOVING WALKWAYS
11561125881410601465rd,"[['36.1167', '120.4'], ['35.1', '129.0403']]",854232,846610,TOOL HOLDERS AND SELF-OPENING DIEHEADS FOR MACHINES OR ANY TYPE OF TOOL FOR WORKING IN THE HAND
11563810941410836482rd,"[['36.7831', '118.0497'], ['37.56', '126.99']]",854232,830810,"HOOKS, EYES AND EYELETS, OF BASE METAL"
11561754721410836482rd,"[['38.9', '121.6'], ['37.56', '126.99']]",854232,853224,"FIXED CAPACITORS NESOI, MULTILAYER CERAMIC DIELECTRIC"
11561754721410601465rd,"[['38.9', '121.6'], ['35.1', '129.0403']]",854232,853329,"FIXED RESISTORS, NESOI, FOR A POWER HANDLING CAPACITY EXCEEDING 20 W"
11560353811410836482rd,"[['34.5906', '119.1801'], ['37.56', '126.99']]",854232,841780,"INDUSTRIAL OR LABORATORY FURNACES AND OVENS, INCLUDING INCINERATORS, NONELECTRIC, NESOI"
11565649621410836482rd,"[['37.3806', '118.0125'], ['37.56', '126.99']]",854232,30439,"CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., ETC.) AND EEL (ANGUILLA SPP.) FILLETS, FRESH OR CHILLED"
11569018251410836482rd,"[['41.1066', '122.9895'], ['37.56', '126.99']]",854232,200811,"PEANUTS (GROUND-NUTS), PREPARED OR PRESERVED, NESOI, INCLUDING PEANUT BUTTER"
11560632951410836482rd,"[['43.1715', '124.3644'], ['37.56', '126.99']]",854232,282731,MAGNESIUM CHLORIDE
11560910931410836482rd,"[['39.9398', '119.5881'], ['37.56', '126.99']]",854232,290519,"SATURATED MONOHYDRIC ALCOHOLS, NESOI"
11563586861410836482rd,"[['43.6172', '122.264'], ['37.56', '126.99']]",854232,290629,"AROMATIC ALCOHOLS AND THEIR HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES, NESOI"
11561571511410836482rd,"[['41.1144', '121.1292'], ['37.56', '126.99']]",854232,291720,"CYCLANIC, CYCLENIC OR CYCLOTERPENIC POLYCARBOXYLIC ACIDS, THEIR ANHYDRIDES, HALIDES, PEROXIDES, PEROXYACIDS AND THEIR DERIVATIVES"
11567069271410836482rd,"[['41.5757', '120.4486'], ['37.56', '126.99']]",854232,320412,"ACID DYES, WHETHER OR NOT PREMETALLIZED, AND PREPARATIONS BASED THEREON; MORDANT DYES AND PREPARATIONS BASED THEREON"
1.16E+19,"[['31.1667', '121.4667'], ['19.4333', '-99.1333']]",901380,360100,PROPELLANT POWDERS
1.16E+19,"[['23.1288', '113.259'], ['19.4333', '-99.1333']]",901380,381090,"FLUXES AND OTHER AUXILIARY PREPARATIONS FOR SOLDERING, BRAZING OR WELDING, NESOI; PREPARED CORES OR COATINGS FOR WELDING ELECTRODES OR RODS"
1.16E+19,"[['39.904', '116.4075'], ['19.4333', '-99.1333']]",901380,390390,"POLYMERS OF STYRENE NESOI, IN PRIMARY FORMS"
1.16E+19,"[['31.1667', '121.4667'], ['-6.2146', '106.8451']]",851770,441294,"BLOCKBOARD, LAMINBOARD AND BATTENBOARD, OTHER THAN OF BAMBOO"
1.16E+19,"[['23.1288', '113.259'], ['-6.2146', '106.8451']]",851770,511211,"WOVEN FABRICS CONTAINING 85% OR MORE BY WEIGHT OF COMBED WOOL OR FINE ANIMAL HAIR, NOT OVER 200 G/M2"
1.16E+19,"[['39.904', '116.4075'], ['-6.2146', '106.8451']]",851770,470100,MECHANICAL WOODPULP
1.16E+19,"[['31.1667', '121.4667'], ['-23.5504', '-46.6339']]",901380,871494,"BRAKES, INCLUDING COASTER BRAKING HUBS AND HUB BRAKES AND PARTS THERE OF, FOR BICYCLES AND OTHER CYCLES NESOI"
1.16E+19,"[['23.1288', '113.259'], ['-23.5504', '-46.6339']]",901380,871640,"TRAILERS AND SEMI-TRAILERS, NESOI"
1.16E+19,"[['39.904', '116.4075'], ['-23.5504', '-46.6339']]",901380,850434,"ELECTRICAL TRANSFORMERS NESOI, HAVING A POWER HANDLING CAPACITY EXCEEDING 500 KVA"
1.16E+19,"[['31.1667', '121.4667'], ['13.75', '100.5167']]",851712,850650,"PRIMARY CELLS AND PRIMARY BATTERIES, LITHIUM"
1.16E+19,"[['23.1288', '113.259'], ['13.75', '100.5167']]",851712,843041,"BORING OR SINKING MACHINERY, NESOI, SELF-PROPELLED"
1.16E+19,"[['39.904', '116.4075'], ['13.75', '100.5167']]",851712,851511,ELECTRIC SOLDERING IRONS AND GUNS
1.16E+19,"[['31.1667', '121.4667'], ['14.6', '120.9833']]",854232,840790,"SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES, NESOI"
1.16E+19,"[['23.1288', '113.259'], ['14.6', '120.9833']]",854232,30191,"TROUT (SALMO TRUTTA, SALMO GAIRDNERI, SALMO CLARKI, SALMO AGUABONITA, SALMO GILAE), LIVE"
1.16E+19,"[['39.904', '116.4075'], ['14.6', '120.9833']]",854232,30354,"MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS), FROZEN"
11562371331704413791rd,"[['23.1288', '113.259'], ['21.0245', '105.8412']]",854231,30494,"ALASKA POLLOCK (THERAGA CHALCOGRAMMA), FROZEN, EXCEPT FILLETS"
11567384031704413791rd,"[['23.0292', '113.1056'], ['21.0245', '105.8412']]",854231,70930,"EGGPLANTS (AUBERGINES), FRESH OR CHILLED"
11565021701704413791rd,"[['21.1967', '110.4031'], ['21.0245', '105.8412']]",854231,80132,"CASHEW NUTS, FRESH OR DRIED, SHELLED"
11566054391704413791rd,"[['22.8192', '108.315'], ['21.0245', '105.8412']]",854231,80251,"PISTACHIOS, IN SHELL, FRESH OR DRIED"
11564775391704413791rd,"[['25.0433', '102.7061'], ['21.0245', '105.8412']]",854231,200860,"CHERRIES, PREPARED OR PRESERVED, WHETHER OR NOT CONTAINING ADDED SWEETENING OR SPIRIT, NESOI"
11560189271704413791rd,"[['27.3019', '105.2863'], ['21.0245', '105.8412']]",854231,261590,"NIOBIUM, TANTALUM AND VANADIUM ORES AND CONCENTRATES"
11565687221704413791rd,"[['21.6618', '110.9178'], ['21.0245', '105.8412']]",854231,281520,POTASSIUM HYDROXIDE (CAUSTIC POTASH)
11565397821704413791rd,"[['27.705', '106.9336'], ['21.0245', '105.8412']]",854231,291619,"UNSATURATED ACYCLIC MONOCARBOXYLIC ACIDS, THEIR ANHYDRIDES, HALIDES, PEROXIDES, PEROXYACIDS AND THEIR DERIVATIVES, NESOI"
11567479981704413791rd,"[['25.5102', '103.8029'], ['21.0245', '105.8412']]",854231,293621,"VITAMINS A AND THEIR DERIVATIVES, UNMIXED"
11569013121704413791rd,"[['22.6293', '110.1507'], ['21.0245', '105.8412']]",854231,620452,"WOMEN'S OR GIRLS' SKIRTS AND DIVIDED SKIRTS OF COTTON, NOT KNITTED OR CROCHETED"
11569246871704413791rd,"[['27.3328', '103.7144'], ['21.0245', '105.8412']]",854231,730429,"CASING AND TUBING OF A KIND USED IN DRILLING FOR OIL OR GAS, OF IRON (EXCEPT CAST IRON) OR STEEL"
11562353641704413791rd,"[['25.2667', '110.2833'], ['21.0245', '105.8412']]",854231,700719,"TOUGHENED (TEMPERED) SAFETY GLASS, NOT SUITABLE FOR INCORPORATION IN VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS"
11569326201704413791rd,"[['26.5794', '106.7078'], ['21.0245', '105.8412']]",854231,701939,"GLASS MATTRESSES, BOARDS AND SIMILAR NONWOVEN PRODUCTS NESOI"
11561056131704413791rd,"[['22.5833', '113.0833'], ['21.0245', '105.8412']]",854231,731814,"SELF-TAPPING SCREWS, THREADED, OF IRON OR STEEL"
11568952511704413791rd,"[['23.0961', '109.6092'], ['21.0245', '105.8412']]",854231,630619,"TARPAULINS, AWNINGS AND SUNBLINDS, OF TEXTILE MATERIALS NESOI"
11561701441704413791rd,"[['23.05', '112.4667'], ['21.0245', '105.8412']]",854231,721030,"FLAT-ROLLED PRODUCTS OF IRON OR NONALLOY STEEL, WIDTH OF 600MM OR MORE, ELECTROLYTICALLY PLATED OR COATED WITH ZINC"
11563607851704413791rd,"[['24.3264', '109.4281'], ['21.0245', '105.8412']]",854231,490300,"CHILDREN'S PICTURE, DRAWING OR COLORING BOOKS"
11561358901704413791rd,"[['23.6842', '113.0507'], ['21.0245', '105.8412']]",854231,480890,"PAPER AND PAPERBOARD, NESOI, CREPED, CRINKLED, EMBOSSED OR PERFORATED, IN ROLLS OR SHEETS"
11569811131704413791rd,"[['23.901', '106.6194'], ['21.0245', '105.8412']]",854231,521221,"WOVEN FABRICS OF COTTON, LESS THAN 85% COTTON BY WEIGHT NESOI, UNBLEACHED, WEIGHING OVER 200 G/M2"
11561672041704413791rd,"[['24.6928', '108.085'], ['21.0245', '105.8412']]",854231,930190,"MILITARY WEAPONS, OTHER THAN REVOLVERS, PISTOLS AND THE ARMS OF HEADING 9307, NESOI"
11561066021704413791rd,"[['21.95', '108.6167'], ['21.0245', '105.8412']]",854231,900850,"IMAGE AND PHOTOGRAPHIC PROJECTORS, ENLARGERS AND REDUCERS, OTHER THAN CINEMATOGRAPHIC"
11565796211704413791rd,"[['22.5333', '113.35'], ['21.0245', '105.8412']]",854231,950450,"VIDEO GAME CONSOLES AND MACHINES, OTHER THAN THOSE OF SUBHEADING 9504.30"
11566201331704413791rd,"[['23.4833', '111.3167'], ['21.0245', '105.8412']]",854231,842389,"WEIGHING MACHINERY, NESOI, HAVING A MAXIMUM WEIGHING CAPACITY EXCEEDING 5,000 KG"
11562371331344982653rd,"[['23.1288', '113.259'], ['22.3069', '114.1831']]",851712,846249,"PUNCHING, NOTCHING OR NIBBLING MACHINES FOR FLAT METAL PRODUCTS INCLUDING COMBINED PUNCHING AND SHEARING MACHINES, NESOI"
11561587071344982653rd,"[['22.535', '114.054'], ['22.3069', '114.1831']]",851712,853090,"PARTS FOR ELECTRICAL SIGNALING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAIL LINES, ROADS, WATERWAYS, PARKING AREAS, PORT INSTALLATIONS OR AIRFIELDS"
11568324751344982653rd,"[['25.8292', '114.9336'], ['22.3069', '114.1831']]",851712,847940,ROPE OR CABLE-MAKING MACHINES
11569614971344982653rd,"[['28.1987', '112.9709'], ['22.3069', '114.1831']]",851712,853221,"FIXED CAPACITORS NESOI, TANTALUM ELECTROLYTIC"
11564782421344982653rd,"[['23.0475', '113.7493'], ['22.3069', '114.1831']]",851712,30343,"SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 0304"
11567384031344982653rd,"[['23.0292', '113.1056'], ['22.3069', '114.1831']]",851712,80590,"CITRUS FRUIT, INCLUDING KUMQUATS, CITRONS AND BERGAMOTS, NESOI, FRESH OR DRIED"
11563103661344982653rd,"[['27.2418', '111.4725'], ['22.3069', '114.1831']]",851712,292149,AROMATIC MONOAMINES AND THEIR DERIVATIVES NESOI; SALTS THEREOF
11565021701344982653rd,"[['21.1967', '110.4031'], ['22.3069', '114.1831']]",851712,380910,"FINISHING AGENTS, DYE CARRIERS AND DRESSINGS USED IN THE TEXTILE, PAPER ETC. INDUSTRIES, WITH A BASIS OF AMYLACEOUS SUBSTANCES"
11566054391344982653rd,"[['22.8192', '108.315'], ['22.3069', '114.1831']]",851712,391910,"PLATES, SHEETS, FILM, FOIL, TAPE AND OTHER FLAT SHAPES OF PLASTICS, SELF-ADHESIVE, IN ROLLS NOT OVER 20 CM (8 IN.) WIDE"
11566968841344982653rd,"[['26.8968', '112.5857'], ['22.3069', '114.1831']]",851712,390940,"PHENOLIC RESINS, IN PRIMARY FORMS"
11564054921344982653rd,"[['28.4419', '117.9633'], ['22.3069', '114.1831']]",851712,721691,"ANGLES, SHAPES AND SECTIONS, IRON OR NONALLOY STEEL, OTHER COLD-FORMED OR COLD-FINISHED FROM FLAT-ROLLED PRODUCTS"
11568296551344982653rd,"[['24.9139', '118.5858'], ['22.3069', '114.1831']]",851712,630231,"BED LINEN (OTHER THAN PRINTED) OF COTTON, NOT KNITTED OR CROCHETED"
11565687221344982653rd,"[['21.6618', '110.9178'], ['22.3069', '114.1831']]",851712,731439,"OTHER GRILL, NETTING AND FENCING WELDED AT THE INTERSECTION OF IRON OR STEEL OTHER THAN GALVANIZED STEEL"
11562603781344982653rd,"[['23.5533', '116.3649'], ['22.3069', '114.1831']]",851712,701990,GLASS FIBERS AND ARTICLES THEREOF NESOI
11569013121344982653rd,"[['22.6293', '110.1507'], ['22.3069', '114.1831']]",851712,732611,"GRINDING BALLS AND SIMILAR ARTICLES FOR MILLS, FORGED OR STAMPED, BUT NOT FURTHER WORKED, OF IRON OR STEEL"
11564490911344982653rd,"[['29.0397', '111.6839'], ['22.3069', '114.1831']]",851712,611521,"PANTY HOSE AND TIGHTS, OF SYNTHETIC FIBERS, MEASURING PER SINGLE YARN LESS THAN 67 DECITEX, NESOI"
11562295901344982653rd,"[['27.8041', '114.383'], ['22.3069', '114.1831']]",851712,760521,"ALUMINUM ALLOY WIRE, WITH A MAXIMUM CROSS SECTIONAL DIMENSION OF OVER 7 MM"
11561988921344982653rd,"[['28.6842', '115.8872'], ['22.3069', '114.1831']]",851712,440140,SAWDUST AND WOOD WASTE AND SCRAP NOT AGGLOMERATED
11566944791344982653rd,"[['26.4515', '111.5953'], ['22.3069', '114.1831']]",851712,520932,"WOVEN FABRICS OF COTTON, 85% OR MORE COTTON BY WEIGHT, DYED, 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, WEIGHING OVER 200 G/M2"
11564574991344982653rd,"[['23.3735', '116.6941'], ['22.3069', '114.1831']]",851712,551694,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBERS, CONTAINING UNDER 85% (WT.) OF SUCH FIBERS, MIXED WITH OTHER FIBERS NESOI, PRINTED"
11561880371344982653rd,"[['26.0769', '119.2917'], ['22.3069', '114.1831']]",851712,860110,RAIL LOCOMOTIVES POWERED FROM AN EXTERNAL SOURCE OF ELECTRICITY
11562416371344982653rd,"[['24.5093', '117.6612'], ['22.3069', '114.1831']]",851712,940429,MATTRESSES OF OTHER THAN CELLULAR RUBBER OR PLASTICS
11562353641344982653rd,"[['25.2667', '110.2833'], ['22.3069', '114.1831']]",851712,870322,"PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTERNAL COMBUSTION RECIPROCATING PISTON ENGINE, CYLINDER CAPACITY OVER 1,000 CC BUT NOT OVER 1,500 CC"
11563534651344982653rd,"[['27.5494', '109.9592'], ['22.3069', '114.1831']]",851712,20760,"MEAT AND EDIBLE OFFAL OF GUINEA FOWLS, FRESH, CHILLED OR FROZEN"
11562782151344982653rd,"[['27.1172', '114.9793'], ['22.3069', '114.1831']]",851712,30462,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.) FILLETS, FROZEN"
11562032681344982653rd,"[['23.1115', '114.4152'], ['22.3069', '114.1831']]",851712,90931,"CUMIN SEEDS, NEITHER CRUSHED NOR GROUND"
11562919151344982653rd,"[['25.7989', '113.0267'], ['22.3069', '114.1831']]",851712,220300,BEER MADE FROM MALT
11561056131344982653rd,"[['22.5833', '113.0833'], ['22.3069', '114.1831']]",851712,283691,LITHIUM CARBONATES
11562186151344982653rd,"[['28.5833', '112.3333'], ['22.3069', '114.1831']]",851712,290943,MONOBUTYL ETHERS OF ETHYLENE GLYCOL OR OF DIETHYLENE GLYCOL
11568952511344982653rd,"[['23.0961', '109.6092'], ['22.3069', '114.1831']]",851712,350190,CASEINATES AND OTHER CASEIN DERIVATIVES; CASEIN GLUES
11563610281344982653rd,"[['24.2998', '116.1191'], ['22.3069', '114.1831']]",851712,382450,NONREFRACTORY MORTARS AND CONCRETES
11561701441344982653rd,"[['23.05', '112.4667'], ['22.3069', '114.1831']]",851712,390461,"POLYTETRAFLUOROETHYLENE (PTFE), IN PRIMARY FORMS"
11562128091344982653rd,"[['24.4797', '118.0819'], ['22.3069', '114.1831']]",851712,790500,"ZINC PLATES, SHEETS, STRIP AND FOIL"
11569153251344982653rd,"[['27.9814', '116.3577'], ['22.3069', '114.1831']]",851712,600610,"KNITTED OR CROCHETED FABRICS NESOI, OF WOOL OR FINE ANIMAL HAIR"
11563607851344982653rd,"[['24.3264', '109.4281'], ['22.3069', '114.1831']]",851712,701919,"GLASS FIBERS (INCLUDING GLASS WOOL) AND ARTICLES THEREOF (FOR EXAMPLE, YARN, WOVEN FABRICS), N.E.S.O.I."
11560419621344982653rd,"[['27.8407', '113.1469'], ['22.3069', '114.1831']]",851712,731441,"GRILL, NETTING AND FENCING OF IRON OR STEEL WIRE NESOI, PLATED OR COATED WITH ZINC"
11560106541344982653rd,"[['27.7378', '111.9974'], ['22.3069', '114.1831']]",851712,720250,FERROSILICON CHROMIUM
11561358901344982653rd,"[['23.6842', '113.0507'], ['22.3069', '114.1831']]",851712,721190,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, UNDER 600 MM WIDE, NOT CLAD, PLATED OR COATED, NESOI"
11569811131344982653rd,"[['23.901', '106.6194'], ['22.3069', '114.1831']]",851712,420211,"TRUNKS, SUITCASES, VANITY CASES AND SIMILAR CONTAINERS, WITH OUTER SURFACE OF LEATHER OR OF COMPOSITION LEATHER"
11561672041344982653rd,"[['24.6928', '108.085'], ['22.3069', '114.1831']]",851712,551412,"WOVEN FABRICS OF POLYESTER STAPLE FIBERS, UNDER 85% (WT.) OF SUCH FIBERS, UNBLEACHED OR BLEACHED, 3- OR 4-THREAD TWILL, WITH COTTON, OVER 170 G/M2"
11561066021344982653rd,"[['21.95', '108.6167'], ['22.3069', '114.1831']]",851712,940153,SEATS OF RATTAN
11565796211344982653rd,"[['22.5333', '113.35'], ['22.3069', '114.1831']]",851712,900640,INSTANT PRINT CAMERAS
11568034421344982653rd,"[['27.7233', '109.1885'], ['22.3069', '114.1831']]",851712,960200,"WORKED VEGETABLE OR MINERAL CARVING MATERIALS ETC.; MOLDED OR CARVED ARTICLES OF WAX, STEARIN, GUM, RESIN ETC. NESOI; UNHARDENED GELATIN AND ARTICLES"
11566651651344982653rd,"[['23.7503', '114.6923'], ['22.3069', '114.1831']]",851712,960310,"BROOMS AND BRUSHES, CONSISTING OF TWIGS OR OTHER VEGETABLE MATERIALS BOUND TOGETHER, WITH OR WITHOUT HANDLES"
11566201331344982653rd,"[['23.4833', '111.3167'], ['22.3069', '114.1831']]",851712,903210,THERMOSTATS
17246169941012973369rd,"[['40.4167', '-3.7167'], ['36.7764', '3.0586']]",870899,846792,PARTS OF PNEUMATIC TOOLS FOR WORKING IN THE HAND
17245940401012973369rd,"[['41.3825', '2.1769'], ['36.7764', '3.0586']]",870899,852849,"CATHODE-RAY TUBE MONITORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS, NESOI"
